x_odo,y_odo,theta_odo,x_icp,y_icp,theta_icp,score_icp
391.41,487.38,173.40,407.87,468.68,186.69,42.32
395.77,482.40,173.40,406.71,469.05,186.73,39.88
397.95,479.73,173.40,408.00,469.28,187.20,40.08
400.40,477.10,174.78,407.31,469.42,186.89,37.63
401.78,475.57,174.78,406.25,468.75,186.98,40.48
402.68,474.20,174.78,407.20,469.27,186.91,40.21
403.58,473.22,174.78,406.54,468.84,186.98,41.72
404.17,472.34,176.00,407.09,469.24,186.97,39.06
404.23,472.28,176.00,406.89,468.88,186.84,40.04
404.28,472.21,176.00,407.54,469.10,187.00,40.49
404.35,472.15,176.00,407.55,469.19,187.01,39.20
404.41,472.09,176.00,406.82,469.12,187.06,40.56
404.46,472.03,177.10,406.37,469.12,186.87,40.66
404.50,471.97,177.10,406.70,469.36,187.02,37.79
404.54,471.92,177.10,407.73,469.06,187.19,38.09
404.61,471.86,177.10,407.32,469.23,186.97,38.59
404.66,471.81,178.09,407.36,469.15,186.99,40.96
404.71,471.76,178.09,406.70,469.01,186.77,39.63
404.75,471.70,178.09,407.43,469.34,186.99,37.40
404.81,471.66,178.09,407.86,469.02,187.17,41.33
404.87,471.60,178.09,406.82,469.15,186.81,40.82
404.91,471.55,178.96,406.72,469.08,186.78,41.34
404.94,471.50,178.96,406.29,468.60,186.40,39.90
404.97,471.45,178.96,407.74,468.96,187.16,41.62
404.85,471.37,178.96,408.39,469.58,187.48,38.00
402.28,471.30,179.81,405.09,468.30,188.34,42.48
399.81,470.96,179.81,399.09,467.69,186.83,47.38
397.44,470.78,179.81,395.57,467.85,186.89,43.32
393.31,470.71,179.81,397.19,465.90,190.70,76.02
389.72,469.76,-179.10,387.60,466.55,-171.11,61.30
388.39,469.67,-179.10,381.31,465.45,-172.88,54.50
385.16,468.75,-179.10,376.15,465.77,-173.94,51.17
381.92,468.06,-179.10,382.18,464.93,-170.99,65.09
379.56,467.86,-179.10,357.49,460.39,-175.63,77.69
372.50,466.23,-178.40,371.83,464.87,-172.19,62.73
370.90,466.21,-178.40,372.89,465.06,-171.86,80.83
368.52,466.09,-178.40,370.02,465.84,-172.44,67.10
367.31,466.05,-178.40,367.76,463.63,-170.85,101.56
363.90,465.74,-178.40,367.37,464.10,-170.93,88.94
360.50,465.46,-177.66,371.50,465.57,-170.69,99.89
361.36,465.39,-177.66,359.02,464.21,-172.25,92.02
358.19,465.29,-177.66,351.77,461.52,-171.89,126.94
356.68,465.20,-177.66,363.54,464.52,-171.86,93.88
352.48,464.86,-177.66,340.54,461.12,-172.84,141.95
348.65,464.51,-177.66,315.34,459.10,-174.46,151.65
345.65,465.47,-177.66,302.47,459.40,-175.49,187.24
345.60,466.13,-177.66,345.04,467.39,-176.72,239.61
346.38,472.93,-177.66,360.67,474.46,-175.58,174.20
345.97,476.70,-177.66,357.73,478.13,-171.70,183.88
345.84,477.75,-177.66,350.76,482.71,-174.00,163.58
345.78,478.52,-177.66,349.05,485.24,-175.12,113.71
345.98,485.43,-177.15,348.77,489.46,-174.38,166.91
344.45,488.55,-177.15,344.85,495.39,-174.98,190.17
342.86,488.05,-177.15,340.13,499.29,-175.88,164.05
339.91,486.92,-177.15,335.77,498.28,-175.99,208.23
337.09,486.20,-177.15,333.32,498.18,-176.35,226.06
336.31,486.13,-177.15,333.72,496.18,-177.32,280.57
335.22,486.21,-177.15,333.60,497.13,-177.20,239.67
333.56,486.38,-177.15,331.30,497.07,-177.60,239.56
329.03,486.67,-177.15,325.79,497.49,-178.26,265.66
322.98,486.14,-177.15,318.31,499.36,-179.23,209.89
317.48,485.89,-177.15,311.25,500.84,-180.87,166.01
314.32,485.73,-177.15,231.28,501.47,-180.36,61.66
310.28,485.89,-177.79,228.82,501.04,-179.93,71.44
306.67,486.15,-177.79,223.02,502.02,-180.63,57.42
297.72,486.16,-177.79,217.34,501.52,-180.50,55.26
294.19,486.31,-178.33,211.06,503.10,-180.14,28.80
292.14,481.48,-178.33,209.10,498.07,-180.15,24.51
290.90,479.34,-178.33,205.29,496.00,-180.45,23.37
289.43,477.93,-178.76,206.08,493.18,-180.35,21.31
287.75,476.69,-178.76,207.42,488.59,-180.08,23.77
286.12,475.89,-178.76,205.02,488.49,-180.01,23.36
284.37,474.78,-178.76,206.46,486.00,-180.00,19.88
282.74,473.48,-178.76,205.64,482.90,-179.95,14.92
281.31,468.78,-178.76,204.81,478.45,-179.96,22.02
279.89,467.20,-179.00,202.58,474.63,-179.15,11.81
278.42,466.16,-179.00,200.78,472.12,-179.07,12.36
276.95,462.83,-179.00,200.47,467.11,-178.49,11.12
337.83,444.07,-179.00,330.74,401.67,-171.51,1.12
339.34,443.27,-178.25,329.74,405.82,-174.56,1.74
338.89,435.67,-178.25,334.01,405.21,-174.13,1.39
339.41,428.16,-178.25,337.62,404.23,-173.13,0.84
